Mode,Tier,Map,Hero,Role,Win Rate (%),Pick Rate (%)
Competitive,Champion,esperanca,Widowmaker,DAMAGE,41.3,1.2
Competitive,Champion,esperanca,Winston,TANK,53.7,12.9
Competitive,Champion,esperanca,Wrecking Ball,TANK,53.1,4.4
Competitive,Champion,esperanca,Wuyang,SUPPORT,54.2,15.5
Competitive,Champion,esperanca,Zarya,TANK,45.3,6.9
Competitive,Champion,esperanca,Zenyatta,SUPPORT,51.9,8.4
Competitive,Champion,new-queen-street,Ana,SUPPORT,47.2,40.4
Competitive,Champion,new-queen-street,Anran,DAMAGE,52.2,11.1
Competitive,Champion,new-queen-street,Ashe,DAMAGE,50.5,9.5
Competitive,Champion,new-queen-street,Baptiste,SUPPORT,45.5,5.4
Competitive,Champion,new-queen-street,Bastion,DAMAGE,46.2,6.8
Competitive,Champion,new-queen-street,Brigitte,SUPPORT,46.4,3.9
Competitive,Champion,new-queen-street,Cassidy,DAMAGE,46.6,25.7
Competitive,Champion,new-queen-street,D.Va,TANK,49.0,8.4
Competitive,Champion,new-queen-street,Domina,TANK,51.9,8.9
Competitive,Champion,new-queen-street,Doomfist,TANK,49.8,6.8
Competitive,Champion,new-queen-street,Echo,DAMAGE,49.7,4.6
Competitive,Champion,new-queen-street,Emre,DAMAGE,51.5,23.4
Competitive,Champion,new-queen-street,Freja,DAMAGE,44.7,3.7
Competitive,Champion,new-queen-street,Genji,DAMAGE,50.0,12.8
Competitive,Champion,new-queen-street,Hanzo,DAMAGE,50.4,4.5
Competitive,Champion,new-queen-street,Hazard,TANK,51.6,3.0
Competitive,Champion,new-queen-street,Illari,SUPPORT,54.9,8.3
Competitive,Champion,new-queen-street,Jetpack Cat,SUPPORT,46.7,4.4
Competitive,Champion,new-queen-street,Junker Queen,TANK,52.2,3.7
Competitive,Champion,new-queen-street,Junkrat,DAMAGE,46.5,3.0
Competitive,Champion,new-queen-street,Juno,SUPPORT,49.5,12.3
Competitive,Champion,new-queen-street,Kiriko,SUPPORT,48.5,46.4
Competitive,Champion,new-queen-street,Lifeweaver,SUPPORT,46.5,3.5
Competitive,Champion,new-queen-street,Lúcio,SUPPORT,49.4,4.8
Competitive,Champion,new-queen-street,Mauga,TANK,47.4,4.2
Competitive,Champion,new-queen-street,Mei,DAMAGE,52.5,5.8
Competitive,Champion,new-queen-street,Mercy,SUPPORT,47.5,6.0
Competitive,Champion,new-queen-street,Mizuki,SUPPORT,52.8,19.0
Competitive,Champion,new-queen-street,Moira,SUPPORT,50.0,20.9
Competitive,Champion,new-queen-street,Orisa,TANK,48.1,11.2
Competitive,Champion,new-queen-street,Pharah,DAMAGE,48.5,3.9
Competitive,Champion,new-queen-street,Ramattra,TANK,48.2,5.8
Competitive,Champion,new-queen-street,Reaper,DAMAGE,51.6,11.0
Competitive,Champion,new-queen-street,Reinhardt,TANK,49.7,7.1
Competitive,Champion,new-queen-street,Roadhog,TANK,47.9,7.4
Competitive,Champion,new-queen-street,Sigma,TANK,51.6,11.2
Competitive,Champion,new-queen-street,Sojourn,DAMAGE,45.7,17.9
Competitive,Champion,new-queen-street,Soldier: 76,DAMAGE,54.1,22.7
Competitive,Champion,new-queen-street,Sombra,DAMAGE,51.9,4.8
Competitive,Champion,new-queen-street,Symmetra,DAMAGE,48.8,1.7
Competitive,Champion,new-queen-street,Torbjörn,DAMAGE,51.7,2.9
Competitive,Champion,new-queen-street,Tracer,DAMAGE,52.1,16.2
Competitive,Champion,new-queen-street,Vendetta,DAMAGE,48.6,3.4
Competitive,Champion,new-queen-street,Venture,DAMAGE,51.7,3.3
Competitive,Champion,new-queen-street,Widowmaker,DAMAGE,44.0,1.3
Competitive,Champion,new-queen-street,Winston,TANK,52.6,10.7
Competitive,Champion,new-queen-street,Wrecking Ball,TANK,52.6,4.5
Competitive,Champion,new-queen-street,Wuyang,SUPPORT,55.5,15.7
Competitive,Champion,new-queen-street,Zarya,TANK,47.7,7.1
Competitive,Champion,new-queen-street,Zenyatta,SUPPORT,53.0,9.2
Competitive,Champion,runasapi,Ana,SUPPORT,47.3,38.9
Competitive,Champion,runasapi,Anran,DAMAGE,52.3,12.1
Competitive,Champion,runasapi,Ashe,DAMAGE,49.1,8.8
Competitive,Champion,runasapi,Baptiste,SUPPORT,44.1,5.6
Competitive,Champion,runasapi,Bastion,DAMAGE,47.0,7.1
Competitive,Champion,runasapi,Brigitte,SUPPORT,47.0,4.1
Competitive,Champion,runasapi,Cassidy,DAMAGE,48.3,27.1
Competitive,Champion,runasapi,D.Va,TANK,50.0,7.6
Competitive,Champion,runasapi,Domina,TANK,52.1,8.8
Competitive,Champion,runasapi,Doomfist,TANK,51.2,6.7
Competitive,Champion,runasapi,Echo,DAMAGE,48.8,4.8
Competitive,Champion,runasapi,Emre,DAMAGE,51.8,23.5
Competitive,Champion,runasapi,Freja,DAMAGE,47.8,3.7
Competitive,Champion,runasapi,Genji,DAMAGE,51.8,12.2
Competitive,Champion,runasapi,Hanzo,DAMAGE,46.7,3.9
Competitive,Champion,runasapi,Hazard,TANK,53.6,3.2
Competitive,Champion,runasapi,Illari,SUPPORT,55.8,8.8
Competitive,Champion,runasapi,Jetpack Cat,SUPPORT,44.0,4.0
Competitive,Champion,runasapi,Junker Queen,TANK,54.1,3.6
Competitive,Champion,runasapi,Junkrat,DAMAGE,46.4,3.3
Competitive,Champion,runasapi,Juno,SUPPORT,51.2,12.8
Competitive,Champion,runasapi,Kiriko,SUPPORT,48.8,46.1
Competitive,Champion,runasapi,Lifeweaver,SUPPORT,46.7,3.3
Competitive,Champion,runasapi,Lúcio,SUPPORT,50.5,5.3
Competitive,Champion,runasapi,Mauga,TANK,48.4,4.4
Competitive,Champion,runasapi,Mei,DAMAGE,52.3,5.9
Competitive,Champion,runasapi,Mercy,SUPPORT,47.9,5.8
Competitive,Champion,runasapi,Mizuki,SUPPORT,52.6,20.4
Competitive,Champion,runasapi,Moira,SUPPORT,50.0,20.6
Competitive,Champion,runasapi,Orisa,TANK,44.3,11.2
Competitive,Champion,runasapi,Pharah,DAMAGE,48.3,4.1
Competitive,Champion,runasapi,Ramattra,TANK,45.8,6.1
Competitive,Champion,runasapi,Reaper,DAMAGE,52.7,11.4
Competitive,Champion,runasapi,Reinhardt,TANK,52.4,7.2
Competitive,Champion,runasapi,Roadhog,TANK,47.1,7.3
Competitive,Champion,runasapi,Sigma,TANK,54.2,11.5
Competitive,Champion,runasapi,Sojourn,DAMAGE,44.9,18.2
Competitive,Champion,runasapi,Soldier: 76,DAMAGE,51.3,19.5
Competitive,Champion,runasapi,Sombra,DAMAGE,51.9,4.6
Competitive,Champion,runasapi,Symmetra,DAMAGE,48.0,2.0
Competitive,Champion,runasapi,Torbjörn,DAMAGE,49.6,2.9
Competitive,Champion,runasapi,Tracer,DAMAGE,53.0,17.1
Competitive,Champion,runasapi,Vendetta,DAMAGE,52.3,3.3
Competitive,Champion,runasapi,Venture,DAMAGE,52.9,3.5
Competitive,Champion,runasapi,Widowmaker,DAMAGE,36.7,1.1
Competitive,Champion,runasapi,Winston,TANK,51.4,10.7
Competitive,Champion,runasapi,Wrecking Ball,TANK,51.5,4.3
Competitive,Champion,runasapi,Wuyang,SUPPORT,53.9,16.0
Competitive,Champion,runasapi,Zarya,TANK,47.2,7.1
Competitive,Champion,runasapi,Zenyatta,SUPPORT,51.9,8.5
Competitive,Champion,colosseo,Ana,SUPPORT,47.0,45.3
Competitive,Champion,colosseo,Anran,DAMAGE,53.4,11.4
Competitive,Champion,colosseo,Ashe,DAMAGE,49.6,12.8
Competitive,Champion,colosseo,Baptiste,SUPPORT,44.7,5.8
Competitive,Champion,colosseo,Bastion,DAMAGE,45.2,7.3
Competitive,Champion,colosseo,Brigitte,SUPPORT,46.3,3.7
Competitive,Champion,colosseo,Cassidy,DAMAGE,44.9,23.8
Competitive,Champion,colosseo,D.Va,TANK,46.1,7.1
Competitive,Champion,colosseo,Domina,TANK,51.4,9.1
Competitive,Champion,colosseo,Doomfist,TANK,53.9,6.6
Competitive,Champion,colosseo,Echo,DAMAGE,53.3,4.8
Competitive,Champion,colosseo,Emre,DAMAGE,51.0,23.3
Competitive,Champion,colosseo,Freja,DAMAGE,48.5,4.2
Competitive,Champion,colosseo,Genji,DAMAGE,52.2,13.0
Competitive,Champion,colosseo,Hanzo,DAMAGE,51.5,6.4
Competitive,Champion,colosseo,Hazard,TANK,51.7,2.7
Competitive,Champion,colosseo,Illari,SUPPORT,54.4,9.2
Competitive,Champion,colosseo,Jetpack Cat,SUPPORT,50.5,4.0
Competitive,Champion,colosseo,Junker Queen,TANK,54.8,3.4
Competitive,Champion,colosseo,Junkrat,DAMAGE,49.3,4.0
Competitive,Champion,colosseo,Juno,SUPPORT,49.8,11.2
Competitive,Champion,colosseo,Kiriko,SUPPORT,48.8,42.8
Competitive,Champion,colosseo,Lifeweaver,SUPPORT,44.0,3.4
Competitive,Champion,colosseo,Lúcio,SUPPORT,51.0,4.7
Competitive,Champion,colosseo,Mauga,TANK,48.6,4.0
Competitive,Champion,colosseo,Mei,DAMAGE,52.7,6.3
Competitive,Champion,colosseo,Mercy,SUPPORT,49.4,6.3
Competitive,Champion,colosseo,Mizuki,SUPPORT,52.9,18.3
Competitive,Champion,colosseo,Moira,SUPPORT,49.4,19.0
Competitive,Champion,colosseo,Orisa,TANK,44.7,11.3
Competitive,Champion,colosseo,Pharah,DAMAGE,50.6,4.3
Competitive,Champion,colosseo,Ramattra,TANK,47.3,6.2
Competitive,Champion,colosseo,Reaper,DAMAGE,50.9,11.4
Competitive,Champion,colosseo,Reinhardt,TANK,52.2,7.7
Competitive,Champion,colosseo,Roadhog,TANK,48.6,6.8
Competitive,Champion,colosseo,Sigma,TANK,51.6,12.9
Competitive,Champion,colosseo,Sojourn,DAMAGE,46.1,17.7
Competitive,Champion,colosseo,Soldier: 76,DAMAGE,49.9,16.5
Competitive,Champion,colosseo,Sombra,DAMAGE,52.5,4.4
Competitive,Champion,colosseo,Symmetra,DAMAGE,49.3,1.9
Competitive,Champion,colosseo,Torbjörn,DAMAGE,49.9,2.9
Competitive,Champion,colosseo,Tracer,DAMAGE,53.7,14.3
Competitive,Champion,colosseo,Vendetta,DAMAGE,55.2,3.4
Competitive,Champion,colosseo,Venture,DAMAGE,52.2,3.5
Competitive,Champion,colosseo,Widowmaker,DAMAGE,46.9,2.5
Competitive,Champion,colosseo,Winston,TANK,53.6,10.4
Competitive,Champion,colosseo,Wrecking Ball,TANK,54.0,4.1
Competitive,Champion,colosseo,Wuyang,SUPPORT,54.2,15.4
Competitive,Champion,colosseo,Zarya,TANK,46.1,7.7
Competitive,Champion,colosseo,Zenyatta,SUPPORT,53.0,10.8
Competitive,All,all-maps,Ana,SUPPORT,49.2,45.6
Competitive,All,all-maps,Anran,DAMAGE,51.3,9.8
Competitive,All,all-maps,Ashe,DAMAGE,50.5,12.5
Competitive,All,all-maps,Baptiste,SUPPORT,45.0,7.1
Competitive,All,all-maps,Bastion,DAMAGE,47.0,8.5
Competitive,All,all-maps,Brigitte,SUPPORT,47.4,3.4
Competitive,All,all-maps,Cassidy,DAMAGE,46.6,22.2
Competitive,All,all-maps,D.Va,TANK,48.0,8.5
Competitive,All,all-maps,Domina,TANK,53.2,7.9
Competitive,All,all-maps,Doomfist,TANK,50.7,6.2
Competitive,All,all-maps,Echo,DAMAGE,51.5,5.7
Competitive,All,all-maps,Emre,DAMAGE,50.9,20.4
Competitive,All,all-maps,Freja,DAMAGE,47.5,4.5
Competitive,All,all-maps,Genji,DAMAGE,51.7,13.4
Competitive,All,all-maps,Hanzo,DAMAGE,49.6,6.8
Competitive,All,all-maps,Hazard,TANK,52.2,2.7
Competitive,All,all-maps,Illari,SUPPORT,53.3,12.1
Competitive,All,all-maps,Jetpack Cat,SUPPORT,50.1,4.1
Competitive,All,all-maps,Junker Queen,TANK,50.2,2.5
Competitive,All,all-maps,Junkrat,DAMAGE,48.2,5.8
Competitive,All,all-maps,Juno,SUPPORT,49.8,10.1
Competitive,All,all-maps,Kiriko,SUPPORT,48.0,39.8
Competitive,All,all-maps,Lifeweaver,SUPPORT,43.8,3.9
Competitive,All,all-maps,Lúcio,SUPPORT,48.3,5.4
Competitive,All,all-maps,Mauga,TANK,47.0,3.7
Competitive,All,all-maps,Mei,DAMAGE,50.9,7.3
Competitive,All,all-maps,Mercy,SUPPORT,48.0,8.2
Competitive,All,all-maps,Mizuki,SUPPORT,52.3,16.6
Competitive,All,all-maps,Moira,SUPPORT,48.5,18.3
Competitive,All,all-maps,Orisa,TANK,46.3,11.1
Competitive,All,all-maps,Pharah,DAMAGE,52.3,5.9
Competitive,All,all-maps,Ramattra,TANK,46.9,5.8
Competitive,All,all-maps,Reaper,DAMAGE,51.1,12.8
Competitive,All,all-maps,Reinhardt,TANK,49.2,7.6
Competitive,All,all-maps,Roadhog,TANK,47.2,7.3
Competitive,All,all-maps,Sigma,TANK,52.9,14.1
Competitive,All,all-maps,Sojourn,DAMAGE,45.0,15.0
Competitive,All,all-maps,Soldier: 76,DAMAGE,48.2,16.4
Competitive,All,all-maps,Sombra,DAMAGE,49.3,3.5
Competitive,All,all-maps,Symmetra,DAMAGE,53.9,4.1
Competitive,All,all-maps,Torbjörn,DAMAGE,50.2,3.9
Competitive,All,all-maps,Tracer,DAMAGE,50.0,9.9
Competitive,All,all-maps,Vendetta,DAMAGE,52.3,3.4
Competitive,All,all-maps,Venture,DAMAGE,51.7,3.7
Competitive,All,all-maps,Widowmaker,DAMAGE,49.9,4.2
Competitive,All,all-maps,Winston,TANK,51.4,11.2
Competitive,All,all-maps,Wrecking Ball,TANK,49.6,3.3
Competitive,All,all-maps,Wuyang,SUPPORT,52.4,13.9
Competitive,All,all-maps,Zarya,TANK,48.7,8.2
Competitive,All,all-maps,Zenyatta,SUPPORT,51.9,11.6
Competitive,All,ilios,Ana,SUPPORT,46.9,38.6
Competitive,All,ilios,Anran,DAMAGE,52.3,11.8
Competitive,All,ilios,Ashe,DAMAGE,47.6,7.6
Competitive,All,ilios,Baptiste,SUPPORT,44.9,5.7
Competitive,All,ilios,Bastion,DAMAGE,47.2,5.8
Competitive,All,ilios,Brigitte,SUPPORT,49.1,5.2
Competitive,All,ilios,Cassidy,DAMAGE,46.5,27.2
Competitive,All,ilios,D.Va,TANK,46.4,9.4
Competitive,All,ilios,Domina,TANK,51.7,6.8
Competitive,All,ilios,Doomfist,TANK,50.1,6.9
Competitive,All,ilios,Echo,DAMAGE,53.1,9.0
Competitive,All,ilios,Emre,DAMAGE,49.5,17.0
Competitive,All,ilios,Freja,DAMAGE,47.4,4.5
Competitive,All,ilios,Genji,DAMAGE,52.9,14.2
Competitive,All,ilios,Hanzo,DAMAGE,48.2,4.4
Competitive,All,ilios,Hazard,TANK,54.3,3.3
Competitive,All,ilios,Illari,SUPPORT,53.3,8.2
Competitive,All,ilios,Jetpack Cat,SUPPORT,51.6,5.7
Competitive,All,ilios,Junker Queen,TANK,53.2,3.0
Competitive,All,ilios,Junkrat,DAMAGE,50.5,5.1
Competitive,All,ilios,Juno,SUPPORT,50.8,10.3
Competitive,All,ilios,Kiriko,SUPPORT,48.5,41.5
Competitive,All,ilios,Lifeweaver,SUPPORT,44.6,4.2
Competitive,All,ilios,Lúcio,SUPPORT,54.3,12.2
Competitive,All,ilios,Mauga,TANK,47.4,3.8
Competitive,All,ilios,Mei,DAMAGE,49.4,5.9
Competitive,All,ilios,Mercy,SUPPORT,49.2,7.7
Competitive,All,ilios,Mizuki,SUPPORT,53.4,19.1
Competitive,All,ilios,Moira,SUPPORT,48.8,20.6
Competitive,All,ilios,Orisa,TANK,47.5,12.1
Competitive,All,ilios,Pharah,DAMAGE,55.5,10.0
Competitive,All,ilios,Ramattra,TANK,46.9,4.1
Competitive,All,ilios,Reaper,DAMAGE,53.6,15.5
Competitive,All,ilios,Reinhardt,TANK,48.8,6.3
Competitive,All,ilios,Roadhog,TANK,53.4,14.0
Competitive,All,ilios,Sigma,TANK,50.6,7.6
Competitive,All,ilios,Sojourn,DAMAGE,44.5,11.5
Competitive,All,ilios,Soldier: 76,DAMAGE,47.4,14.8
Competitive,All,ilios,Sombra,DAMAGE,49.4,4.0
Competitive,All,ilios,Symmetra,DAMAGE,55.5,4.2
Competitive,All,ilios,Torbjörn,DAMAGE,52.9,2.6
Competitive,All,ilios,Tracer,DAMAGE,50.0,12.9
Competitive,All,ilios,Vendetta,DAMAGE,52.2,4.4
Competitive,All,ilios,Venture,DAMAGE,52.3,4.5
Competitive,All,ilios,Widowmaker,DAMAGE,45.6,3.1
Competitive,All,ilios,Winston,TANK,53.5,12.1
Competitive,All,ilios,Wrecking Ball,TANK,48.4,3.7
Competitive,All,ilios,Wuyang,SUPPORT,52.2,12.6
Competitive,All,ilios,Zarya,TANK,46.6,6.8
Competitive,All,ilios,Zenyatta,SUPPORT,52.0,8.4
Competitive,All,nepal,Ana,SUPPORT,47.1,42.7
Competitive,All,nepal,Anran,DAMAGE,50.8,12.3
Competitive,All,nepal,Ashe,DAMAGE,48.3,7.0
Competitive,All,nepal,Baptiste,SUPPORT,45.8,5.9
Competitive,All,nepal,Bastion,DAMAGE,48.1,6.7
Competitive,All,nepal,Brigitte,SUPPORT,49.7,3.9
Competitive,All,nepal,Cassidy,DAMAGE,46.8,26.2
Competitive,All,nepal,D.Va,TANK,45.8,6.8
Competitive,All,nepal,Domina,TANK,53.6,7.9
Competitive,All,nepal,Doomfist,TANK,50.2,7.6
Competitive,All,nepal,Echo,DAMAGE,50.5,5.4
Competitive,All,nepal,Emre,DAMAGE,50.4,18.9
Competitive,All,nepal,Freja,DAMAGE,44.8,3.5
Competitive,All,nepal,Genji,DAMAGE,50.9,14.7
Competitive,All,nepal,Hanzo,DAMAGE,50.0,5.4
Competitive,All,nepal,Hazard,TANK,53.6,3.0
Competitive,All,nepal,Illari,SUPPORT,53.6,8.7
Competitive,All,nepal,Jetpack Cat,SUPPORT,52.5,4.2
Competitive,All,nepal,Junker Queen,TANK,52.4,3.1
Competitive,All,nepal,Junkrat,DAMAGE,51.9,6.9
Competitive,All,nepal,Juno,SUPPORT,50.3,9.8
Competitive,All,nepal,Kiriko,SUPPORT,47.9,40.6
Competitive,All,nepal,Lifeweaver,SUPPORT,43.8,3.4
Competitive,All,nepal,Lúcio,SUPPORT,50.1,7.8
Competitive,All,nepal,Mauga,TANK,48.4,4.1
Competitive,All,nepal,Mei,DAMAGE,52.1,7.1
Competitive,All,nepal,Mercy,SUPPORT,48.3,7.0
Competitive,All,nepal,Mizuki,SUPPORT,53.3,19.7
Competitive,All,nepal,Moira,SUPPORT,51.2,21.3
Competitive,All,nepal,Orisa,TANK,47.6,12.0
Competitive,All,nepal,Pharah,DAMAGE,53.6,6.3
Competitive,All,nepal,Ramattra,TANK,49.1,5.9
Competitive,All,nepal,Reaper,DAMAGE,53.2,14.0
Competitive,All,nepal,Reinhardt,TANK,51.9,9.0
Competitive,All,nepal,Roadhog,TANK,49.8,9.5
Competitive,All,nepal,Sigma,TANK,52.1,10.0
Competitive,All,nepal,Sojourn,DAMAGE,46.6,15.3
Competitive,All,nepal,Soldier: 76,DAMAGE,48.5,16.1
Competitive,All,nepal,Sombra,DAMAGE,48.9,3.4
Competitive,All,nepal,Symmetra,DAMAGE,60.6,6.9
Competitive,All,nepal,Torbjörn,DAMAGE,50.3,2.6
Competitive,All,nepal,Tracer,DAMAGE,48.7,11.9
Competitive,All,nepal,Vendetta,DAMAGE,51.8,4.1
Competitive,All,nepal,Venture,DAMAGE,51.1,4.3
Competitive,All,nepal,Widowmaker,DAMAGE,37.9,1.0
Competitive,All,nepal,Winston,TANK,50.4,8.4
Competitive,All,nepal,Wrecking Ball,TANK,46.4,3.3
Competitive,All,nepal,Wuyang,SUPPORT,52.6,15.0
Competitive,All,nepal,Zarya,TANK,49.5,9.3
Competitive,All,nepal,Zenyatta,SUPPORT,52.0,10.1
Competitive,All,lijiang-tower,Ana,SUPPORT,46.5,42.5
Competitive,All,lijiang-tower,Anran,DAMAGE,50.2,11.7
Competitive,All,lijiang-tower,Ashe,DAMAGE,45.3,6.0
Competitive,All,lijiang-tower,Baptiste,SUPPORT,44.8,5.7
Competitive,All,lijiang-tower,Bastion,DAMAGE,48.5,6.7
Competitive,All,lijiang-tower,Brigitte,SUPPORT,49.0,4.1
Competitive,All,lijiang-tower,Cassidy,DAMAGE,46.4,27.6
Competitive,All,lijiang-tower,D.Va,TANK,45.1,6.8
Competitive,All,lijiang-tower,Domina,TANK,54.8,7.7
Competitive,All,lijiang-tower,Doomfist,TANK,51.4,8.1
Competitive,All,lijiang-tower,Echo,DAMAGE,49.0,5.6
Competitive,All,lijiang-tower,Emre,DAMAGE,49.2,17.3
Competitive,All,lijiang-tower,Freja,DAMAGE,45.5,3.4
Competitive,All,lijiang-tower,Genji,DAMAGE,51.3,13.4
Competitive,All,lijiang-tower,Hanzo,DAMAGE,49.5,5.3
Competitive,All,lijiang-tower,Hazard,TANK,52.7,2.8
Competitive,All,lijiang-tower,Illari,SUPPORT,53.8,8.3
Competitive,All,lijiang-tower,Jetpack Cat,SUPPORT,51.2,5.0
Competitive,All,lijiang-tower,Junker Queen,TANK,51.9,3.1
Competitive,All,lijiang-tower,Junkrat,DAMAGE,50.8,7.8
Competitive,All,lijiang-tower,Juno,SUPPORT,50.3,9.1
Competitive,All,lijiang-tower,Kiriko,SUPPORT,48.5,39.6
Competitive,All,lijiang-tower,Lifeweaver,SUPPORT,43.3,3.1
Competitive,All,lijiang-tower,Lúcio,SUPPORT,53.3,11.1
Competitive,All,lijiang-tower,Mauga,TANK,47.6,4.0
Competitive,All,lijiang-tower,Mei,DAMAGE,51.4,6.8
Competitive,All,lijiang-tower,Mercy,SUPPORT,47.0,7.0
Competitive,All,lijiang-tower,Mizuki,SUPPORT,53.6,19.9
Competitive,All,lijiang-tower,Moira,SUPPORT,51.5,20.4
Competitive,All,lijiang-tower,Orisa,TANK,47.7,12.6
Competitive,All,lijiang-tower,Pharah,DAMAGE,57.7,10.8
Competitive,All,lijiang-tower,Ramattra,TANK,48.5,5.7
Competitive,All,lijiang-tower,Reaper,DAMAGE,52.9,13.1
Competitive,All,lijiang-tower,Reinhardt,TANK,52.9,9.6
Competitive,All,lijiang-tower,Roadhog,TANK,48.4,8.3
Competitive,All,lijiang-tower,Sigma,TANK,50.5,8.7
Competitive,All,lijiang-tower,Sojourn,DAMAGE,45.8,14.1
Competitive,All,lijiang-tower,Soldier: 76,DAMAGE,47.8,15.1
Competitive,All,lijiang-tower,Sombra,DAMAGE,47.5,3.2
Competitive,All,lijiang-tower,Symmetra,DAMAGE,61.8,7.8
Competitive,All,lijiang-tower,Torbjörn,DAMAGE,52.8,2.4
Competitive,All,lijiang-tower,Tracer,DAMAGE,49.4,12.4
Competitive,All,lijiang-tower,Vendetta,DAMAGE,52.4,4.1
Competitive,All,lijiang-tower,Venture,DAMAGE,52.2,4.3
Competitive,All,lijiang-tower,Widowmaker,DAMAGE,36.4,1.0
Competitive,All,lijiang-tower,Winston,TANK,50.7,8.2
Competitive,All,lijiang-tower,Wrecking Ball,TANK,50.8,4.5
Competitive,All,lijiang-tower,Wuyang,SUPPORT,51.3,14.4
Competitive,All,lijiang-tower,Zarya,TANK,49.3,9.9
Competitive,All,lijiang-tower,Zenyatta,SUPPORT,51.6,9.6
Competitive,All,oasis,Ana,SUPPORT,47.9,40.5
Competitive,All,oasis,Anran,DAMAGE,51.5,12.0
Competitive,All,oasis,Ashe,DAMAGE,47.3,6.0
Competitive,All,oasis,Baptiste,SUPPORT,45.8,6.3
Competitive,All,oasis,Bastion,DAMAGE,48.2,6.5
Competitive,All,oasis,Brigitte,SUPPORT,47.6,4.6
Competitive,All,oasis,Cassidy,DAMAGE,49.1,31.8
Competitive,All,oasis,D.Va,TANK,47.6,8.3
Competitive,All,oasis,Domina,TANK,52.1,7.5
Competitive,All,oasis,Doomfist,TANK,50.0,7.2
Competitive,All,oasis,Echo,DAMAGE,51.4,5.6
Competitive,All,oasis,Emre,DAMAGE,50.4,18.1
Competitive,All,oasis,Freja,DAMAGE,46.5,3.5
Competitive,All,oasis,Genji,DAMAGE,50.5,14.1
Competitive,All,oasis,Hanzo,DAMAGE,47.7,4.8
Competitive,All,oasis,Hazard,TANK,53.8,3.4
Competitive,All,oasis,Illari,SUPPORT,54.5,8.6
Competitive,All,oasis,Jetpack Cat,SUPPORT,50.9,4.2
Competitive,All,oasis,Junker Queen,TANK,52.0,3.5
Competitive,All,oasis,Junkrat,DAMAGE,48.2,4.6
Competitive,All,oasis,Juno,SUPPORT,49.3,9.6
Competitive,All,oasis,Kiriko,SUPPORT,49.0,42.9
Competitive,All,oasis,Lifeweaver,SUPPORT,41.7,3.3
Competitive,All,oasis,Lúcio,SUPPORT,48.5,6.6
Competitive,All,oasis,Mauga,TANK,47.3,4.3
Competitive,All,oasis,Mei,DAMAGE,52.1,6.8
Competitive,All,oasis,Mercy,SUPPORT,47.4,7.0
Competitive,All,oasis,Mizuki,SUPPORT,52.5,20.8
Competitive,All,oasis,Moira,SUPPORT,51.1,21.8
Competitive,All,oasis,Orisa,TANK,48.0,11.3
Competitive,All,oasis,Pharah,DAMAGE,54.5,5.8
Competitive,All,oasis,Ramattra,TANK,48.1,5.5
Competitive,All,oasis,Reaper,DAMAGE,52.3,14.5
Competitive,All,oasis,Reinhardt,TANK,49.1,7.4
Competitive,All,oasis,Roadhog,TANK,49.9,8.5
Competitive,All,oasis,Sigma,TANK,51.7,9.3
Competitive,All,oasis,Sojourn,DAMAGE,44.6,14.3
Competitive,All,oasis,Soldier: 76,DAMAGE,50.7,16.6
Competitive,All,oasis,Sombra,DAMAGE,49.7,4.0
Competitive,All,oasis,Symmetra,DAMAGE,54.4,3.9
Competitive,All,oasis,Torbjörn,DAMAGE,52.9,2.9
Competitive,All,oasis,Tracer,DAMAGE,50.3,15.1
Competitive,All,oasis,Vendetta,DAMAGE,52.1,4.0
Competitive,All,oasis,Venture,DAMAGE,51.5,4.3
Competitive,All,oasis,Widowmaker,DAMAGE,36.5,0.9
Competitive,All,oasis,Winston,TANK,52.5,10.9
Competitive,All,oasis,Wrecking Ball,TANK,47.5,3.9
Competitive,All,oasis,Wuyang,SUPPORT,53.8,14.4
Competitive,All,oasis,Zarya,TANK,50.7,9.0
Competitive,All,oasis,Zenyatta,SUPPORT,51.9,9.5
Competitive,All,samoa,Ana,SUPPORT,47.8,40.4
Competitive,All,samoa,Anran,DAMAGE,50.9,13.0
Competitive,All,samoa,Ashe,DAMAGE,48.8,7.4
Competitive,All,samoa,Baptiste,SUPPORT,47.5,6.5
Competitive,All,samoa,Bastion,DAMAGE,48.8,7.4
Competitive,All,samoa,Brigitte,SUPPORT,50.3,4.7
Competitive,All,samoa,Cassidy,DAMAGE,48.0,28.8
Competitive,All,samoa,D.Va,TANK,45.5,6.6
Competitive,All,samoa,Domina,TANK,54.7,8.4
Competitive,All,samoa,Doomfist,TANK,48.1,6.7
Competitive,All,samoa,Echo,DAMAGE,51.3,4.9
Competitive,All,samoa,Emre,DAMAGE,52.8,20.5
Competitive,All,samoa,Freja,DAMAGE,46.1,3.3
Competitive,All,samoa,Genji,DAMAGE,49.9,11.9
Competitive,All,samoa,Hanzo,DAMAGE,46.7,4.7
Competitive,All,samoa,Hazard,TANK,52.1,3.1
Competitive,All,samoa,Illari,SUPPORT,54.4,9.2
Competitive,All,samoa,Jetpack Cat,SUPPORT,48.8,3.6
Competitive,All,samoa,Junker Queen,TANK,52.9,3.7
Competitive,All,samoa,Junkrat,DAMAGE,50.2,4.5
Competitive,All,samoa,Juno,SUPPORT,50.9,10.1
Competitive,All,samoa,Kiriko,SUPPORT,47.7,43.2
